action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
pfizer-analytics/vessel-rfc-automation/.github/actions/rfc-transition@71dd60efc877994bdd2f5838608d385fdd36b75c,pfizer-analytics,sha,true,action,2,6
aws-actions/configure-aws-credentials@v1-node16,aws-actions,tag,true,action,2,5
pfizer-github-automation/bolt-enable-ssh-action@v1,pfizer-github-automation,tag,true,action,3,5
psf/black@stable,psf,branch,false,action,5,5
dawidd6/action-download-artifact@v2,dawidd6,tag,false,action,5,5
pfizer-rd/mlcs-github-actions/.github/workflows/jira_giraffe.yml@main,pfizer-rd,branch,true,reusable_workflow,5,5
pfizer-rd/mlr-mlops-workflows/.github/workflows/check_container_in_ecr.yml@main,pfizer-rd,branch,true,reusable_workflow,2,5
actions/checkout@v6.0.1,actions,tag,true,action,5,5
aws-actions/configure-aws-credentials@7474bc4690e29a8392af63c5b98e7449536d5c3a,aws-actions,sha,true,action,2,5
github/gh-aw-actions/setup@b8068426813005612b960b5ab0b8bd2c27142323,github,sha,true,action,1,5
astral-sh/setup-uv@61cb8a9741eeb8a550a1b8544337180c0fc8476b,astral-sh,sha,false,action,2,5
./.github/workflows/modules-deploy.yml,,local,true,reusable_workflow,1,5
./.github/workflows/webapp-deploy.yml,,local,true,reusable_workflow,1,5
actions/upload-artifact@65462800fd760344b1a7b4382951275a0abb4808,actions,sha,true,action,5,5
zentered/bluesky-post-action@80dbe0a7697de18c15ad22f4619919ceb5ccf597,zentered,sha,false,action,5,5
aws-actions/configure-aws-credentials@v3,aws-actions,tag,true,action,1,5
./.github/workflows/adf-deploy.yml,,local,true,reusable_workflow,1,5
eWaterCycle/setup-apptainer@main,eWaterCycle,branch,false,action,5,5
conda-incubator/setup-miniconda@a4260408e20b96e80095f42ff7f1a15b27dd94ca,conda-incubator,sha,false,action,5,5
pietrobolcato/action-read-yaml@1.1.0,pietrobolcato,tag,false,action,5,5
actions/setup-node@60edb5dd545a775178f52524783378180af0d1f8,actions,sha,true,action,3,5
aws-actions/configure-aws-credentials@e3dd6a429d7300a6a4c196c26e071d42e0343502,aws-actions,sha,true,action,2,5
prefix-dev/setup-pixi@a0af7a228712d6121d37aba47adf55c1332c9c2e,prefix-dev,sha,false,action,4,5
./.github/workflows/logsdb-deploy.yml,,local,true,reusable_workflow,1,5
./.github/workflows/orchestration-deploy.yml,,local,true,reusable_workflow,1,5
./.github/workflows/platform-deploy.yml,,local,true,reusable_workflow,1,5
actions/setup-python@0b93645e9fea7318ecaed2b359559ac225c90a2b,actions,sha,true,action,1,5
pfizer-rd/mlr-mlops-workflows/.github/workflows/deploy_model.yml@main,pfizer-rd,branch,true,reusable_workflow,5,5
aws-actions/configure-aws-credentials@61815dcd50bd041e203e49132bacad1fd04d2708,aws-actions,sha,true,action,3,5
actions/github-script@ed597411d8f924073f98dfc5c65a23a2325f34cd,actions,sha,true,action,1,5
docker/metadata-action@030e881283bb7a6894de51c315a6bfe6a94e05cf,docker,sha,true,action,3,5
./.github/actions/setup-php-composer,,local,true,action,1,5
nf-core/setup-nextflow@6c2e22b4d901f0c42ca66c5069f8026df026d165,nf-core,sha,false,action,2,5
azure/setup-helm@v4,azure,tag,true,action,1,5
actions/create-github-app-token@v1,actions,tag,true,action,2,5
pfizer-rd/phsci-dataops-reusable-workflows/.github/workflows/PRs.yml@31480fdfa6d03a545d82f7b1c5ff733640a6256c,pfizer-rd,sha,true,reusable_workflow,5,5
pfizer-rd/phsci-dataops-reusable-workflows/.github/workflows/sonarqube.yml@31480fdfa6d03a545d82f7b1c5ff733640a6256c,pfizer-rd,sha,true,reusable_workflow,5,5
gradle/gradle-build-action@v2,gradle,tag,false,action,3,4
r-lib/actions/setup-pandoc@6f6e5bc62fba3a704f74e7ad7ef7676c5c6a2590,r-lib,sha,false,action,4,4
r-lib/actions/setup-r@6f6e5bc62fba3a704f74e7ad7ef7676c5c6a2590,r-lib,sha,false,action,4,4
r-lib/actions/setup-r-dependencies@6f6e5bc62fba3a704f74e7ad7ef7676c5c6a2590,r-lib,sha,false,action,4,4
r-lib/actions/check-r-package@6f6e5bc62fba3a704f74e7ad7ef7676c5c6a2590,r-lib,sha,false,action,4,4
nf-core/setup-nf-test@v1,nf-core,tag,false,action,3,4
dorny/paths-filter@v2,dorny,tag,false,action,4,4
./.github/workflows/build_heist_container.yml,,local,true,reusable_workflow,1,4
actions/stale@v7,actions,tag,true,action,4,4
codecov/codecov-action@v3,codecov,tag,true,action,3,4
actions/upload-artifact@v6,actions,tag,true,action,2,4
actions/github-script@v6,actions,tag,true,action,3,4
docker/build-push-action@v3,docker,tag,true,action,2,4
pfizer-rd/mlcs-github-actions/.github/workflows/csartifactory_upload.yml@bc0ccdcafd3f9120ddee962bda64938891ae119d,pfizer-rd,sha,true,reusable_workflow,2,4
actions/setup-python@v5.3.0,actions,tag,true,action,1,4
octokit/request-action@v2.x,octokit,tag,false,action,3,4
dawidd6/action-download-artifact@bf251b5aa9c2f7eeb574a96ee720e24f801b7c11,dawidd6,sha,false,action,4,4
nichmor/minimal-read-yaml@v0.0.2,nichmor,tag,false,action,4,4
webfactory/ssh-agent@v0.9.0,webfactory,tag,false,action,1,4
softprops/action-gh-release@v2,softprops,tag,false,action,4,4
docker/metadata-action@c299e40c65443455700f0fdfc63efafe5b349051,docker,sha,true,action,3,4
chetan/git-restore-mtime-action@bca85c11349c76b2dbac06d07edf6c2407dbab1e,chetan,sha,false,action,2,4
github/branch-deploy@ddf8ca48e9cdb2d2c7c71dee428308b19af9313f,github,sha,true,action,1,4
nf-core/setup-nf-test@4069fbbaabe94c08faba4ad261bfa88225ba133f,nf-core,sha,false,action,1,4
GuillaumeFalourd/assert-command-line-output@2cd32f7751887b5ef1886521de68ea2ec3e2aee7,GuillaumeFalourd,sha,false,action,1,4
pfizer-rd/foundations-devops/.github/workflows/k8s-deploy-python.yml@v1.1.3,pfizer-rd,tag,true,reusable_workflow,2,4
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@1.1.0,pfizer-rd,tag,true,reusable_workflow,4,4
actions/download-artifact@c850b930e6ba138125429b7e5c93fc707a7f8427,actions,sha,true,action,1,4
dorny/paths-filter@de90cc6fb38fc0963ad72b210f1f284cd68cea36,dorny,sha,false,action,1,4
actions/setup-java@dded0888837ed1f317902acf8a20df0ad188d165,actions,sha,true,action,1,4
aws-actions/configure-aws-credentials@8df5847569e6427dd6c4fb1cf565c83acfa8afa7,aws-actions,sha,true,action,2,4
docker/build-push-action@d08e5c354a6adb9ed34480a06d141179aa583294,docker,sha,true,action,2,4
docker/setup-buildx-action@8d2750c68a42422c14e847fe6c8ac0403b4cbd6f,docker,sha,true,action,2,4
docker/build-push-action@bcafcacb16a39f128d818304e6c9c0c18556b85f,docker,sha,true,action,2,4
pnpm/action-setup@0e279bb959325dab635dd2c09392533439d90093,pnpm,sha,false,action,2,4
actions/upload-pages-artifact@v3,actions,tag,true,action,4,4
actions/deploy-pages@v4,actions,tag,true,action,4,4
Wandalen/wretry.action@v1.0.11,Wandalen,tag,false,action,1,4
actions/checkout@v2.4.0,actions,tag,true,action,3,3
pfizer-github-automation/sonar-scan-action@cb6da2f3879a331d7ba4a7c84ac425618f4b5939,pfizer-github-automation,sha,true,action,3,3
actions/setup-java@v2,actions,tag,true,action,2,3
actions/download-artifact@v3,actions,tag,true,action,3,3
r-lib/actions/setup-r@bd49c52ffe281809afa6f0fecbf37483c5dd0b93,r-lib,sha,false,action,3,3
r-lib/actions/setup-r-dependencies@bd49c52ffe281809afa6f0fecbf37483c5dd0b93,r-lib,sha,false,action,3,3
actions/cache/restore@v4,actions,tag,true,action,2,3
docker/metadata-action@v4,docker,tag,true,action,3,3
./.github/workflows/build.yml,,local,true,reusable_workflow,1,3
./.github/workflows/pre-deploy.yml,,local,true,reusable_workflow,1,3
./.github/workflows/common-steps.yml,,local,true,reusable_workflow,1,3
./.github/workflows/post-deploy.yml,,local,true,reusable_workflow,1,3
./.github/workflows/deploy.yml,,local,true,reusable_workflow,1,3
r-lib/actions/setup-tinytex@v2,r-lib,tag,false,action,3,3
datavisyn/github-workflows/.github/workflows/build-node-python.yml@new_deployment,datavisyn,branch,false,reusable_workflow,1,3
./.github/actions/build-biologics-app-image,,local,true,action,1,3
actions/checkout@v6.0.2,actions,tag,true,action,2,3
./.github/actions/prepare-install,,local,true,action,1,3
actions/setup-java@be666c2fcd27ec809703dec50e508c2fdc7f6654,actions,sha,true,action,3,3
snok/install-poetry@v1,snok,tag,false,action,3,3
stefanzweifel/git-auto-commit-action@v6,stefanzweifel,tag,false,action,3,3
conda-incubator/setup-miniconda@v3,conda-incubator,tag,false,action,2,3
cycjimmy/semantic-release-action@v4,cycjimmy,tag,false,action,3,3
actions/download-artifact@d3f86a106a0bac45b974a628896c90dbdf5c8093,actions,sha,true,action,3,3
clowdhaus/terraform-composite-actions/pre-commit@v1.9.0,clowdhaus,tag,false,action,1,3
eWaterCycle/setup-singularity@931d4e31109e875b13309ae1d07c70ca8fbc8537,eWaterCycle,sha,false,action,3,3
./.github/workflows/genesisdb-build.yml,,local,true,reusable_workflow,3,3
hashicorp/tfc-workflows-github/actions/upload-configuration@v1.0.0,hashicorp,tag,true,action,1,3
hashicorp/tfc-workflows-github/actions/create-run@v1.0.0,hashicorp,tag,true,action,1,3
aws-actions/aws-cloudformation-github-deploy@v1.0.3,aws-actions,tag,true,action,2,3
pfizer-rd/mlada-reusable-workflows/.github/actions/docker-build-push-ecr@v1,pfizer-rd,tag,true,action,1,3
clowdhaus/terraform-composite-actions/pre-commit@v1.11.1,clowdhaus,tag,false,action,1,3
mshick/add-pr-comment@8e4927817251f1ff60c001f04568532b38e0b4a0,mshick,sha,false,action,2,3
j178/prek-action@bdca6f102f98e2b4c7029491a53dfd366469e33d,j178,sha,false,action,1,3
actions/cache@0057852bfaa89a56745cba8c7296529d2fc39830,actions,sha,true,action,2,3
pfizer-rd/emarc/.github/actions/get-num-ci-orgs-var-name@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/emarc/.github/actions/get-dynamic-variable-names@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/emarc/.github/actions/get-dynamic-baseline-tag@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/emarc/.github/actions/validate-or-deploy-delta@main,pfizer-rd,branch,true,action,1,3
pfizer-github-automation/github-oidc-action@1.x,pfizer-github-automation,tag,true,action,2,3
actions/stale@3a9db7e6a41a89f618792c92c0e97cc736e1b13f,actions,sha,true,action,1,3
pfizer-rd/mlr-mlops-workflows/.github/workflows/mlcs_launchpad_deploy.yml@main,pfizer-rd,branch,true,reusable_workflow,3,3
pfizer-rd/mlr-mlops-workflows/.github/workflows/mlcs_launchpad_drift_sync.yml@main,pfizer-rd,branch,true,reusable_workflow,3,3
./.github/workflows/ci-checks.yaml,,local,true,reusable_workflow,1,3
aws-actions/amazon-ecr-login@fa648b43de3d4d023bcb3f89ed6940096949c419,aws-actions,sha,true,action,2,3
pfizer-rd/mavens-github-automation/.github/actions/get-num-ci-orgs-var-name@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/mavens-github-automation/.github/actions/get-dynamic-variable-names@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/mavens-github-automation/.github/actions/get-dynamic-baseline-tag@main,pfizer-rd,branch,true,action,1,3
pfizer-rd/mavens-github-automation/.github/actions/validate-or-deploy-delta@main,pfizer-rd,branch,true,action,1,3
azure/docker-login@v1,azure,tag,true,action,2,3
peter-evans/create-or-update-comment@v4,peter-evans,tag,false,action,1,3
nf-core/setup-nextflow@b9f764e8ba5c76b712ace14ecbfcef0e40ae2dd8,nf-core,sha,false,action,1,3
databricks/setup-cli@main,databricks,branch,false,action,1,3
prefix-dev/setup-pixi@v0.9.6,prefix-dev,tag,false,action,1,3
mikepenz/gradle-dependency-submission@v0.8.6,mikepenz,tag,false,action,2,2
actions/setup-dotnet@v1,actions,tag,true,action,2,2
actions/upload-artifact@v5,actions,tag,true,action,1,2
pfizer-analytics/ccssp-pkg-build-publish@v2,pfizer-analytics,tag,true,action,2,2
pfizer-analytics/ccssp-pkg-build-publish@v1,pfizer-analytics,tag,true,action,2,2
fitbeard/action-trigger-awx@v24.6.3,fitbeard,tag,false,action,1,2
actions/upload-artifact@v3.1.2,actions,tag,true,action,1,2
pfizer-rd/mlcs-github-actions/.github/workflows/csartifactory_docker_build_push.yml@main,pfizer-rd,branch,true,reusable_workflow,1,2
./,,local,true,action,1,2
pre-commit/action@v3.0.0,pre-commit,tag,false,action,2,2
actions/dependency-review-action@v2,actions,tag,true,action,2,2
pre-commit/action@v2.0.3,pre-commit,tag,false,action,1,2
pfizer-rd/watch-topic-action@v1.0.0,pfizer-rd,tag,true,action,2,2
./.github/workflows/test.yml,,local,true,reusable_workflow,2,2
./.github/workflows/notify_teams.yml,,local,true,reusable_workflow,1,2
datavisyn/github-workflows/.github/workflows/release-source.yml@main,datavisyn,branch,false,reusable_workflow,2,2
./.github/workflows/build-base-image.yml,,local,true,reusable_workflow,2,2
./.github/workflows/build-sagemaker-image.yml,,local,true,reusable_workflow,2,2
./.github/workflows/build-webapp-image.yml,,local,true,reusable_workflow,2,2
./.github/workflows/build-on-release.yml,,local,true,reusable_workflow,2,2
prefix-dev/setup-pixi@v0.8.8,prefix-dev,tag,false,action,2,2
zentered/bluesky-post-action@v0.0.2,zentered,tag,false,action,2,2
actions/upload-release-asset@v1,actions,tag,true,action,2,2
databricks/setup-cli@v0.296.1,databricks,tag,false,action,2,2
stefanzweifel/git-auto-commit-action@v5,stefanzweifel,tag,false,action,2,2
stefanzweifel/git-auto-commit-action@v7,stefanzweifel,tag,false,action,2,2
extractions/setup-just@v1,extractions,tag,false,action,2,2
nf-core/tower-action@v3,nf-core,tag,false,action,1,2
hoverkraft-tech/compose-action@v2.3.0,hoverkraft-tech,tag,false,action,2,2
pulumi/actions@v6,pulumi,tag,false,action,1,2
terraform-docs/gh-actions@main,terraform-docs,branch,false,action,2,2
clowdhaus/terraform-composite-actions/directories@v1.9.0,clowdhaus,tag,false,action,2,2
clowdhaus/terraform-min-max@v1.3.0,clowdhaus,tag,false,action,1,2
snyk/actions/cocoapods@master,snyk,branch,false,action,2,2
snyk/actions/dotnet@master,snyk,branch,false,action,2,2
snyk/actions/golang@master,snyk,branch,false,action,2,2
snyk/actions/gradle@master,snyk,branch,false,action,2,2
snyk/actions/maven@master,snyk,branch,false,action,2,2
snyk/actions/node@master,snyk,branch,false,action,2,2
snyk/actions/python@master,snyk,branch,false,action,2,2
snyk/actions/ruby@master,snyk,branch,false,action,2,2
snyk/actions/scala@master,snyk,branch,false,action,2,2
snyk/actions/docker@master,snyk,branch,false,action,2,2
snyk/actions/iac@master,snyk,branch,false,action,2,2
./.github/workflows/modules-build.yml,,local,true,reusable_workflow,1,2
./.github/workflows/webapp-build.yml,,local,true,reusable_workflow,1,2
github/codeql-action/init@v4,github,tag,true,action,2,2
github/codeql-action/analyze@v4,github,tag,true,action,2,2
./.github/workflows/promptflow-build.yml,,local,true,reusable_workflow,2,2
crazy-max/ghaction-import-gpg@v6,crazy-max,tag,false,action,1,2
astral-sh/setup-uv@v3,astral-sh,tag,false,action,2,2
pfizer-rd/mlr-mlops-workflows/.github/workflows/deploy_mlflow_model.yml@main,pfizer-rd,branch,true,reusable_workflow,2,2
azure/arm-deploy@v2,azure,tag,true,action,1,2
pfizer-rd/mlada-reusable-workflows/.github/workflows/basic-web-app-deploy.yml@v1.5,pfizer-rd,tag,true,reusable_workflow,2,2
./.github/workflows/orchestration-build.yml,,local,true,reusable_workflow,1,2
./.github/workflows/platform-build.yml,,local,true,reusable_workflow,1,2
actions/checkout@1af3b93b6815bc44a9784bd300feb67ff0d1eeb3,actions,sha,true,action,1,2
astral-sh/setup-uv@1e862dfacbd1d6d858c55d9b792c756523627244,astral-sh,sha,false,action,2,2
pfizer-rd/mlada-reusable-workflows/.github/workflows/uv-publish.yml@v1,pfizer-rd,tag,true,reusable_workflow,2,2
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.10,pfizer-rd,tag,true,reusable_workflow,1,2
./.github/actions/trigger-tfc-deploy,,local,true,action,1,2
astral-sh/setup-uv@cec208311dfd045dd5311c1add060b2062131d57,astral-sh,sha,false,action,2,2
./.github/actions/report-deployment-status,,local,true,action,1,2
tj-actions/changed-files@v42,tj-actions,tag,false,action,2,2
pre-commit/action@v3.0.1,pre-commit,tag,false,action,2,2
JamesIves/github-pages-deploy-action@v4.5.0,JamesIves,tag,false,action,2,2
clowdhaus/terraform-min-max@v1.3.1,clowdhaus,tag,false,action,1,2
actions/stale@v9,actions,tag,true,action,2,2
pfizer-rd/unpforgettable-milestones@51a8757cc8fd4cfa4b20cfe7d3ba4d95189bd654,pfizer-rd,sha,true,action,2,2
pfizer-rd/foundations-devops/.github/workflows/docker-build-python.yml@v1.1.3,pfizer-rd,tag,true,reusable_workflow,2,2
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@v2.0.4,pfizer-rd,tag,true,reusable_workflow,1,2
pfizer-rd/github-experiments/.github/actions/use_doit@dev,pfizer-rd,branch,true,action,1,2
codecov/codecov-action@v4,codecov,tag,true,action,2,2
adamrtalbot/detect-nf-test-changes@de3c3c8e113031b4f15a3c1104b5f135e8346997,adamrtalbot,sha,false,action,1,2
./.github/actions/nf-test-action,,local,true,action,1,2
tj-actions/changed-files@24d32ffd492484c1d75e0c0b894501ddb9d30d62,tj-actions,sha,false,action,1,2
aws-actions/amazon-ecs-render-task-definition@v1,aws-actions,tag,true,action,1,2
aws-actions/amazon-ecs-deploy-task-definition@v1,aws-actions,tag,true,action,1,2
docker/login-action@4907a6ddec9925e35a0a9e82d7399ccc52663121,docker,sha,true,action,1,2
ruby/setup-ruby@8aeb6ff8030dd539317f8e1769a044873b56ea71,ruby,sha,false,action,1,2
dawidd6/action-download-artifact@f6b0bace624032e30a85a8fd9c1a7f8f611f5737,dawidd6,sha,false,action,2,2
datavisyn/github-workflows/.github/workflows/build-node-python.yml@main,datavisyn,branch,false,reusable_workflow,1,2
datavisyn/github-workflows/.github/workflows/check-helm-chart-version.yml@main,datavisyn,branch,false,reusable_workflow,1,2
datavisyn/github-workflows/.github/workflows/build-push-helm-chart.yml@main,datavisyn,branch,false,reusable_workflow,1,2
seqeralabs/action-tower-launch@51565b514bff1827cf34620de25d0055759f1fc9,seqeralabs,sha,false,action,1,2
j178/prek-action@6ad80277337ad479fe43bd70701c3f7f8aa74db3,j178,sha,false,action,1,2
rzr/fediverse-action@563159eb8d45f70ab6aaba36ed55cd037e51f441,rzr,sha,false,action,2,2
./.github/actions/setup-node-npm,,local,true,action,1,2
pfizer-rd/foundations-devops/.github/workflows/docker-build.yml@1.1.4,pfizer-rd,tag,true,reusable_workflow,2,2
docker/setup-buildx-action@4d04d5d9486b7bd6fa91e7baf45bbb4f8b9deedd,docker,sha,true,action,1,2
pfizer-rd/mavens-github-automation/.github/actions/prepare-runner@main,pfizer-rd,branch,true,action,1,2
appany/helm-oci-chart-releaser@v0.4.2,appany,tag,false,action,1,2
